node_no,x,y
260,4.6875,1.5625
261,4.6875,1.875
262,4.6875,2.1875
263,4.6875,2.5
264,4.6875,2.8125
265,4.6875,3.125
266,4.6875,3.4375
267,4.6875,3.75
268,4.6875,4.0625
269,4.6875,4.375
270,4.6875,4.6875
271,4.6875,5.0
272,5.0,0.0
273,5.0,0.3125
274,5.0,0.625
275,5.0,0.9375
276,5.0,1.25
277,5.0,1.5625
278,5.0,1.875
279,5.0,2.1875
280,5.0,2.5
281,5.0,2.8125
282,5.0,3.125
283,5.0,3.4375
284,5.0,3.75
285,5.0,4.0625
286,5.0,4.375
287,5.0,4.6875
288,5.0,5.0
289,5.3125,0.0
290,5.3125,0.3125
291,5.3125,0.625
292,5.3125,0.9375
293,5.3125,1.25
294,5.3125,1.5625
295,5.3125,1.875
296,5.3125,2.1875
297,5.3125,2.5
298,5.3125,2.8125
299,5.3125,3.125
300,5.3125,3.4375
301,5.3125,3.75
302,5.3125,4.0625
303,5.3125,4.375
304,5.3125,4.6875
305,5.3125,5.0
306,5.625,0.0
307,5.625,0.3125
308,5.625,0.625
309,5.625,0.9375
310,5.625,1.25
311,5.625,1.5625
312,5.625,1.875
313,5.625,2.1875
314,5.625,2.5
315,5.625,2.8125
316,5.625,3.125
317,5.625,3.4375
318,5.625,3.75
319,5.625,4.0625
320,5.625,4.375
321,5.625,4.6875
322,5.625,5.0
323,5.9375,0.0
324,5.9375,0.3125
325,5.9375,0.625
326,5.9375,0.9375
327,5.9375,1.25
328,5.9375,1.5625
329,5.9375,1.875
330,5.9375,2.1875
331,5.9375,2.5
332,5.9375,2.8125
333,5.9375,3.125
334,5.9375,3.4375
335,5.9375,3.75
336,5.9375,4.0625
337,5.9375,4.375
338,5.9375,4.6875
339,5.9375,5.0
340,6.25,0.0
341,6.25,0.3125
342,6.25,0.625
343,6.25,0.9375
344,6.25,1.25
345,6.25,1.5625
346,6.25,1.875
347,6.25,2.1875
348,6.25,2.5
349,6.25,2.8125
350,6.25,3.125
351,6.25,3.4375
352,6.25,3.75
353,6.25,4.0625
354,6.25,4.375
355,6.25,4.6875
356,6.25,5.0
357,6.5625,0.0
358,6.5625,0.3125
359,6.5625,0.625
360,6.5625,0.9375
361,6.5625,1.25
362,6.5625,1.5625
363,6.5625,1.875
364,6.5625,2.1875
365,6.5625,2.5
366,6.5625,2.8125
367,6.5625,3.125
368,6.5625,3.4375
369,6.5625,3.75
370,6.5625,4.0625
371,6.5625,4.375
372,6.5625,4.6875
373,6.5625,5.0
374,6.875,0.0
375,6.875,0.3125
376,6.875,0.625
377,6.875,0.9375
378,6.875,1.25
379,6.875,1.5625
380,6.875,1.875
381,6.875,2.1875
382,6.875,2.5
383,6.875,2.8125
384,6.875,3.125
385,6.875,3.4375
386,6.875,3.75
387,6.875,4.0625
388,6.875,4.375
389,6.875,4.6875
390,6.875,5.0
391,7.1875,0.0
392,7.1875,0.3125
393,7.1875,0.625
394,7.1875,0.9375
395,7.1875,1.25
396,7.1875,1.5625
397,7.1875,1.875
398,7.1875,2.1875
399,7.1875,2.5
400,7.1875,2.8125
401,7.1875,3.125
402,7.1875,3.4375
403,7.1875,3.75
404,7.1875,4.0625
405,7.1875,4.375
406,7.1875,4.6875
407,7.1875,5.0
408,7.5,0.0
409,7.5,0.3125
410,7.5,0.625
411,7.5,0.9375
412,7.5,1.25
413,7.5,1.5625
414,7.5,1.875
415,7.5,2.1875
416,7.5,2.5
417,7.5,2.8125
418,7.5,3.125
419,7.5,3.4375
420,7.5,3.75
421,7.5,4.0625
422,7.5,4.375
423,7.5,4.6875
424,7.5,5.0
425,7.8125,0.0
426,7.8125,0.3125
427,7.8125,0.625
428,7.8125,0.9375
429,7.8125,1.25
430,7.8125,1.5625
431,7.8125,1.875
432,7.8125,2.1875
433,7.8125,2.5
434,7.8125,2.8125
435,7.8125,3.125
436,7.8125,3.4375
437,7.8125,3.75
438,7.8125,4.0625
439,7.8125,4.375
440,7.8125,4.6875
441,7.8125,5.0
442,8.125,0.0
443,8.125,0.3125
444,8.125,0.625
445,8.125,0.9375
446,8.125,1.25
447,8.125,1.5625
448,8.125,1.875
449,8.125,2.1875
450,8.125,2.5
451,8.125,2.8125
452,8.125,3.125
453,8.125,3.4375
454,8.125,3.75
455,8.125,4.0625
456,8.125,4.375
457,8.125,4.6875
458,8.125,5.0
459,8.4375,0.0
460,8.4375,0.3125
461,8.4375,0.625
462,8.4375,0.9375
463,8.4375,1.25
464,8.4375,1.5625
465,8.4375,1.875
466,8.4375,2.1875
467,8.4375,2.5
468,8.4375,2.8125
469,8.4375,3.125
470,8.4375,3.4375
471,8.4375,3.75
472,8.4375,4.0625
473,8.4375,4.375
474,8.4375,4.6875
475,8.4375,5.0
476,8.75,0.0
477,8.75,0.3125
478,8.75,0.625
479,8.75,0.9375
480,8.75,1.25
481,8.75,1.5625
482,8.75,1.875
483,8.75,2.1875
484,8.75,2.5
485,8.75,2.8125
486,8.75,3.125
487,8.75,3.4375
488,8.75,3.75
489,8.75,4.0625
490,8.75,4.375
491,8.75,4.6875
492,8.75,5.0
493,9.0625,0.0
494,9.0625,0.3125
495,9.0625,0.625
496,9.0625,0.9375
497,9.0625,1.25
498,9.0625,1.5625
499,9.0625,1.875
500,9.0625,2.1875
501,9.0625,2.5
502,9.0625,2.8125
503,9.0625,3.125
504,9.0625,3.4375
505,9.0625,3.75
506,9.0625,4.0625
507,9.0625,4.375
508,9.0625,4.6875
509,9.0625,5.0
510,9.375,0.0
511,9.375,0.3125
512,9.375,0.625
513,9.375,0.9375
514,9.375,1.25
515,9.375,1.5625
516,9.375,1.875
517,9.375,2.1875
518,9.375,2.5
519,9.375,2.8125
520,9.375,3.125
521,9.375,3.4375
522,9.375,3.75
523,9.375,4.0625
524,9.375,4.375
525,9.375,4.6875
526,9.375,5.0
527,9.6875,0.0
528,9.6875,0.3125
529,9.6875,0.625
530,9.6875,0.9375
531,9.6875,1.25
532,9.6875,1.5625
533,9.6875,1.875
534,9.6875,2.1875
535,9.6875,2.5
536,9.6875,2.8125
537,9.6875,3.125
538,9.6875,3.4375
539,9.6875,3.75
540,9.6875,4.0625
541,9.6875,4.375
542,9.6875,4.6875
543,9.6875,5.0
544,10.0,0.0
545,10.0,0.3125
546,10.0,0.625
547,10.0,0.9375
548,10.0,1.25
549,10.0,1.5625
550,10.0,1.875
551,10.0,2.1875
552,10.0,2.5
553,10.0,2.8125
554,10.0,3.125
555,10.0,3.4375
556,10.0,3.75
557,10.0,4.0625
558,10.0,4.375
559,10.0,4.6875
560,10.0,5.0
561,10.3125,0.0
562,10.3125,0.3125
563,10.3125,0.625
564,10.3125,0.9375
565,10.3125,1.25
566,10.3125,1.5625
567,10.3125,1.875
568,10.3125,2.1875
569,10.3125,2.5
570,10.3125,2.8125
571,10.3125,3.125
572,10.3125,3.4375
573,10.3125,3.75
574,10.3125,4.0625
575,10.3125,4.375
576,10.3125,4.6875
577,10.3125,5.0
578,10.625,0.0
579,10.625,0.3125
580,10.625,0.625
581,10.625,0.9375
582,10.625,1.25
583,10.625,1.5625
584,10.625,1.875
585,10.625,2.1875
586,10.625,2.5
587,10.625,2.8125
588,10.625,3.125
589,10.625,3.4375
590,10.625,3.75
591,10.625,4.0625
592,10.625,4.375
593,10.625,4.6875
594,10.625,5.0
595,10.9375,0.0
596,10.9375,0.3125
597,10.9375,0.625
598,10.9375,0.9375
599,10.9375,1.25
600,10.9375,1.5625
601,10.9375,1.875
602,10.9375,2.1875
603,10.9375,2.5
604,10.9375,2.8125
605,10.9375,3.125
606,10.9375,3.4375
607,10.9375,3.75
608,10.9375,4.0625
609,10.9375,4.375
610,10.9375,4.6875
611,10.9375,5.0
612,11.25,0.0
613,11.25,0.3125
614,11.25,0.625
615,11.25,0.9375
616,11.25,1.25
617,11.25,1.5625
618,11.25,1.875
619,11.25,2.1875
620,11.25,2.5
621,11.25,2.8125
622,11.25,3.125
623,11.25,3.4375
624,11.25,3.75
625,11.25,4.0625
626,11.25,4.375
627,11.25,4.6875
628,11.25,5.0
629,11.5625,0.0
630,11.5625,0.3125
631,11.5625,0.625
632,11.5625,0.9375
633,11.5625,1.25
634,11.5625,1.5625
635,11.5625,1.875
636,11.5625,2.1875
637,11.5625,2.5
638,11.5625,2.8125
639,11.5625,3.125
640,11.5625,3.4375
641,11.5625,3.75
642,11.5625,4.0625
643,11.5625,4.375
644,11.5625,4.6875
645,11.5625,5.0
646,11.875,0.0
647,11.875,0.3125
648,11.875,0.625
649,11.875,0.9375
650,11.875,1.25
651,11.875,1.5625
652,11.875,1.875
653,11.875,2.1875
654,11.875,2.5
655,11.875,2.8125
656,11.875,3.125
657,11.875,3.4375
658,11.875,3.75
659,11.875,4.0625
660,11.875,4.375
661,11.875,4.6875
662,11.875,5.0
663,12.1875,0.0
664,12.1875,0.3125
665,12.1875,0.625
666,12.1875,0.9375
667,12.1875,1.25
668,12.1875,1.5625
669,12.1875,1.875
670,12.1875,2.1875
671,12.1875,2.5
672,12.1875,2.8125
673,12.1875,3.125
674,12.1875,3.4375
675,12.1875,3.75
676,12.1875,4.0625
677,12.1875,4.375
678,12.1875,4.6875
679,12.1875,5.0
680,12.5,0.0
681,12.5,0.3125
682,12.5,0.625
683,12.5,0.9375
684,12.5,1.25
685,12.5,1.5625
686,12.5,1.875
687,12.5,2.1875
688,12.5,2.5
689,12.5,2.8125
690,12.5,3.125
691,12.5,3.4375
692,12.5,3.75
693,12.5,4.0625
694,12.5,4.375
695,12.5,4.6875
696,12.5,5.0
697,12.8125,0.0
698,12.8125,0.3125
699,12.8125,0.625
700,12.8125,0.9375
701,12.8125,1.25
702,12.8125,1.5625
703,12.8125,1.875
704,12.8125,2.1875
705,12.8125,2.5
706,12.8125,2.8125
707,12.8125,3.125
708,12.8125,3.4375
709,12.8125,3.75
710,12.8125,4.0625
711,12.8125,4.375
712,12.8125,4.6875
713,12.8125,5.0
714,13.125,0.0
715,13.125,0.3125
716,13.125,0.625
717,13.125,0.9375
718,13.125,1.25
719,13.125,1.5625
720,13.125,1.875
721,13.125,2.1875
722,13.125,2.5
723,13.125,2.8125
724,13.125,3.125
725,13.125,3.4375
726,13.125,3.75
727,13.125,4.0625
728,13.125,4.375
729,13.125,4.6875
730,13.125,5.0
731,13.4375,0.0
732,13.4375,0.3125
733,13.4375,0.625
734,13.4375,0.9375
735,13.4375,1.25
736,13.4375,1.5625
737,13.4375,1.875
738,13.4375,2.1875
739,13.4375,2.5
740,13.4375,2.8125
741,13.4375,3.125
742,13.4375,3.4375
743,13.4375,3.75
744,13.4375,4.0625
745,13.4375,4.375
746,13.4375,4.6875
747,13.4375,5.0
748,13.75,0.0
749,13.75,0.3125
750,13.75,0.625
751,13.75,0.9375
752,13.75,1.25
753,13.75,1.5625
754,13.75,1.875
755,13.75,2.1875
756,13.75,2.5
757,13.75,2.8125
758,13.75,3.125
759,13.75,3.4375
760,13.75,3.75
761,13.75,4.0625
762,13.75,4.375
763,13.75,4.6875
764,13.75,5.0
765,14.0625,0.0
766,14.0625,0.3125
767,14.0625,0.625
768,14.0625,0.9375
769,14.0625,1.25
770,14.0625,1.5625
771,14.0625,1.875
772,14.0625,2.1875
773,14.0625,2.5
774,14.0625,2.8125
775,14.0625,3.125
776,14.0625,3.4375
777,14.0625,3.75
778,14.0625,4.0625
779,14.0625,4.375
780,14.0625,4.6875
781,14.0625,5.0
782,14.375,0.0
783,14.375,0.3125
784,14.375,0.625
785,14.375,0.9375
786,14.375,1.25
787,14.375,1.5625
788,14.375,1.875
789,14.375,2.1875
790,14.375,2.5
791,14.375,2.8125
792,14.375,3.125
793,14.375,3.4375
794,14.375,3.75
795,14.375,4.0625
796,14.375,4.375
797,14.375,4.6875
798,14.375,5.0
799,14.6875,0.0
800,14.6875,0.3125
801,14.6875,0.625
802,14.6875,0.9375
803,14.6875,1.25
804,14.6875,1.5625
805,14.6875,1.875
806,14.6875,2.1875
807,14.6875,2.5
808,14.6875,2.8125
809,14.6875,3.125
810,14.6875,3.4375
811,14.6875,3.75
812,14.6875,4.0625
813,14.6875,4.375
814,14.6875,4.6875
815,14.6875,5.0
816,15.0,0.0
817,15.0,0.3125
818,15.0,0.625
819,15.0,0.9375
820,15.0,1.25
821,15.0,1.5625
822,15.0,1.875
823,15.0,2.1875
824,15.0,2.5
825,15.0,2.8125
826,15.0,3.125
827,15.0,3.4375
828,15.0,3.75
829,15.0,4.0625
830,15.0,4.375
831,15.0,4.6875
832,15.0,5.0
