node_no,dof_no,value
816,1,-0.234375
817,1,-0.46875
818,1,-0.46875
819,1,-0.46875
820,1,-0.46875
821,1,-0.46875
822,1,-0.46875
823,1,-0.46875
824,1,-0.46875
825,1,-0.46875
826,1,-0.46875
827,1,-0.46875
828,1,-0.46875
829,1,-0.46875
830,1,-0.46875
831,1,-0.46875
832,1,-0.234375
