node_no,dof_no,value
216,1,-0.46875
217,1,-0.9375
218,1,-0.9375
219,1,-0.9375
220,1,-0.9375
221,1,-0.9375
222,1,-0.9375
223,1,-0.9375
224,1,-0.46875
