node_no,x,y
383,0.01953125,0.2265625
384,0.01953125,0.23046875
385,0.01953125,0.234375
386,0.01953125,0.23828125
387,0.01953125,0.2421875
388,0.01953125,0.24609375
389,0.01953125,0.25
390,0.0234375,0.0
391,0.0234375,0.00390625
392,0.0234375,0.0078125
393,0.0234375,0.01171875
394,0.0234375,0.015625
395,0.0234375,0.01953125
396,0.0234375,0.0234375
397,0.0234375,0.02734375
398,0.0234375,0.03125
399,0.0234375,0.03515625
400,0.0234375,0.0390625
401,0.0234375,0.04296875
402,0.0234375,0.046875
403,0.0234375,0.05078125
404,0.0234375,0.0546875
405,0.0234375,0.05859375
406,0.0234375,0.0625
407,0.0234375,0.06640625
408,0.0234375,0.0703125
409,0.0234375,0.07421875
410,0.0234375,0.078125
411,0.0234375,0.08203125
412,0.0234375,0.0859375
413,0.0234375,0.08984375
414,0.0234375,0.09375
415,0.0234375,0.09765625
416,0.0234375,0.1015625
417,0.0234375,0.10546875
418,0.0234375,0.109375
419,0.0234375,0.11328125
420,0.0234375,0.1171875
421,0.0234375,0.12109375
422,0.0234375,0.125
423,0.0234375,0.12890625
424,0.0234375,0.1328125
425,0.0234375,0.13671875
426,0.0234375,0.140625
427,0.0234375,0.14453125
428,0.0234375,0.1484375
429,0.0234375,0.15234375
430,0.0234375,0.15625
431,0.0234375,0.16015625
432,0.0234375,0.1640625
433,0.0234375,0.16796875
434,0.0234375,0.171875
435,0.0234375,0.17578125
436,0.0234375,0.1796875
437,0.0234375,0.18359375
438,0.0234375,0.1875
439,0.0234375,0.19140625
440,0.0234375,0.1953125
441,0.0234375,0.19921875
442,0.0234375,0.203125
443,0.0234375,0.20703125
444,0.0234375,0.2109375
445,0.0234375,0.21484375
446,0.0234375,0.21875
447,0.0234375,0.22265625
448,0.0234375,0.2265625
449,0.0234375,0.23046875
450,0.0234375,0.234375
451,0.0234375,0.23828125
452,0.0234375,0.2421875
453,0.0234375,0.24609375
454,0.0234375,0.25
455,0.02734375,0.0
456,0.02734375,0.00390625
457,0.02734375,0.0078125
458,0.02734375,0.01171875
459,0.02734375,0.015625
460,0.02734375,0.01953125
461,0.02734375,0.0234375
462,0.02734375,0.02734375
463,0.02734375,0.03125
464,0.02734375,0.03515625
465,0.02734375,0.0390625
466,0.02734375,0.04296875
467,0.02734375,0.046875
468,0.02734375,0.05078125
469,0.02734375,0.0546875
470,0.02734375,0.05859375
471,0.02734375,0.0625
472,0.02734375,0.06640625
473,0.02734375,0.0703125
474,0.02734375,0.07421875
475,0.02734375,0.078125
476,0.02734375,0.08203125
477,0.02734375,0.0859375
478,0.02734375,0.08984375
479,0.02734375,0.09375
480,0.02734375,0.09765625
481,0.02734375,0.1015625
482,0.02734375,0.10546875
483,0.02734375,0.109375
484,0.02734375,0.11328125
485,0.02734375,0.1171875
486,0.02734375,0.12109375
487,0.02734375,0.125
488,0.02734375,0.12890625
489,0.02734375,0.1328125
490,0.02734375,0.13671875
491,0.02734375,0.140625
492,0.02734375,0.14453125
493,0.02734375,0.1484375
494,0.02734375,0.15234375
495,0.02734375,0.15625
496,0.02734375,0.16015625
497,0.02734375,0.1640625
498,0.02734375,0.16796875
499,0.02734375,0.171875
500,0.02734375,0.17578125
501,0.02734375,0.1796875
502,0.02734375,0.18359375
503,0.02734375,0.1875
504,0.02734375,0.19140625
505,0.02734375,0.1953125
506,0.02734375,0.19921875
507,0.02734375,0.203125
508,0.02734375,0.20703125
509,0.02734375,0.2109375
510,0.02734375,0.21484375
511,0.02734375,0.21875
512,0.02734375,0.22265625
513,0.02734375,0.2265625
514,0.02734375,0.23046875
515,0.02734375,0.234375
516,0.02734375,0.23828125
517,0.02734375,0.2421875
518,0.02734375,0.24609375
519,0.02734375,0.25
520,0.03125,0.0
521,0.03125,0.00390625
522,0.03125,0.0078125
523,0.03125,0.01171875
524,0.03125,0.015625
525,0.03125,0.01953125
526,0.03125,0.0234375
527,0.03125,0.02734375
528,0.03125,0.03125
529,0.03125,0.03515625
530,0.03125,0.0390625
531,0.03125,0.04296875
532,0.03125,0.046875
533,0.03125,0.05078125
534,0.03125,0.0546875
535,0.03125,0.05859375
536,0.03125,0.0625
537,0.03125,0.06640625
538,0.03125,0.0703125
539,0.03125,0.07421875
540,0.03125,0.078125
541,0.03125,0.08203125
542,0.03125,0.0859375
543,0.03125,0.08984375
544,0.03125,0.09375
545,0.03125,0.09765625
546,0.03125,0.1015625
547,0.03125,0.10546875
548,0.03125,0.109375
549,0.03125,0.11328125
550,0.03125,0.1171875
551,0.03125,0.12109375
552,0.03125,0.125
553,0.03125,0.12890625
554,0.03125,0.1328125
555,0.03125,0.13671875
556,0.03125,0.140625
557,0.03125,0.14453125
558,0.03125,0.1484375
559,0.03125,0.15234375
560,0.03125,0.15625
561,0.03125,0.16015625
562,0.03125,0.1640625
563,0.03125,0.16796875
564,0.03125,0.171875
565,0.03125,0.17578125
566,0.03125,0.1796875
567,0.03125,0.18359375
568,0.03125,0.1875
569,0.03125,0.19140625
570,0.03125,0.1953125
571,0.03125,0.19921875
572,0.03125,0.203125
573,0.03125,0.20703125
574,0.03125,0.2109375
575,0.03125,0.21484375
576,0.03125,0.21875
577,0.03125,0.22265625
578,0.03125,0.2265625
579,0.03125,0.23046875
580,0.03125,0.234375
581,0.03125,0.23828125
582,0.03125,0.2421875
583,0.03125,0.24609375
584,0.03125,0.25
585,0.03515625,0.0
586,0.03515625,0.00390625
587,0.03515625,0.0078125
588,0.03515625,0.01171875
589,0.03515625,0.015625
590,0.03515625,0.01953125
591,0.03515625,0.0234375
592,0.03515625,0.02734375
593,0.03515625,0.03125
594,0.03515625,0.03515625
595,0.03515625,0.0390625
596,0.03515625,0.04296875
597,0.03515625,0.046875
598,0.03515625,0.05078125
599,0.03515625,0.0546875
600,0.03515625,0.05859375
601,0.03515625,0.0625
602,0.03515625,0.06640625
603,0.03515625,0.0703125
604,0.03515625,0.07421875
605,0.03515625,0.078125
606,0.03515625,0.08203125
607,0.03515625,0.0859375
608,0.03515625,0.08984375
609,0.03515625,0.09375
610,0.03515625,0.09765625
611,0.03515625,0.1015625
612,0.03515625,0.10546875
613,0.03515625,0.109375
614,0.03515625,0.11328125
615,0.03515625,0.1171875
616,0.03515625,0.12109375
617,0.03515625,0.125
618,0.03515625,0.12890625
619,0.03515625,0.1328125
620,0.03515625,0.13671875
621,0.03515625,0.140625
622,0.03515625,0.14453125
623,0.03515625,0.1484375
624,0.03515625,0.15234375
625,0.03515625,0.15625
626,0.03515625,0.16015625
627,0.03515625,0.1640625
628,0.03515625,0.16796875
629,0.03515625,0.171875
630,0.03515625,0.17578125
631,0.03515625,0.1796875
632,0.03515625,0.18359375
633,0.03515625,0.1875
634,0.03515625,0.19140625
635,0.03515625,0.1953125
636,0.03515625,0.19921875
637,0.03515625,0.203125
638,0.03515625,0.20703125
639,0.03515625,0.2109375
640,0.03515625,0.21484375
641,0.03515625,0.21875
642,0.03515625,0.22265625
643,0.03515625,0.2265625
644,0.03515625,0.23046875
645,0.03515625,0.234375
646,0.03515625,0.23828125
647,0.03515625,0.2421875
648,0.03515625,0.24609375
649,0.03515625,0.25
650,0.0390625,0.0
651,0.0390625,0.00390625
652,0.0390625,0.0078125
653,0.0390625,0.01171875
654,0.0390625,0.015625
655,0.0390625,0.01953125
656,0.0390625,0.0234375
657,0.0390625,0.02734375
658,0.0390625,0.03125
659,0.0390625,0.03515625
660,0.0390625,0.0390625
661,0.0390625,0.04296875
662,0.0390625,0.046875
663,0.0390625,0.05078125
664,0.0390625,0.0546875
665,0.0390625,0.05859375
666,0.0390625,0.0625
667,0.0390625,0.06640625
668,0.0390625,0.0703125
669,0.0390625,0.07421875
670,0.0390625,0.078125
671,0.0390625,0.08203125
672,0.0390625,0.0859375
673,0.0390625,0.08984375
674,0.0390625,0.09375
675,0.0390625,0.09765625
676,0.0390625,0.1015625
677,0.0390625,0.10546875
678,0.0390625,0.109375
679,0.0390625,0.11328125
680,0.0390625,0.1171875
681,0.0390625,0.12109375
682,0.0390625,0.125
683,0.0390625,0.12890625
684,0.0390625,0.1328125
685,0.0390625,0.13671875
686,0.0390625,0.140625
687,0.0390625,0.14453125
688,0.0390625,0.1484375
689,0.0390625,0.15234375
690,0.0390625,0.15625
691,0.0390625,0.16015625
692,0.0390625,0.1640625
693,0.0390625,0.16796875
694,0.0390625,0.171875
695,0.0390625,0.17578125
696,0.0390625,0.1796875
697,0.0390625,0.18359375
698,0.0390625,0.1875
699,0.0390625,0.19140625
700,0.0390625,0.1953125
701,0.0390625,0.19921875
702,0.0390625,0.203125
703,0.0390625,0.20703125
704,0.0390625,0.2109375
705,0.0390625,0.21484375
706,0.0390625,0.21875
707,0.0390625,0.22265625
708,0.0390625,0.2265625
709,0.0390625,0.23046875
710,0.0390625,0.234375
711,0.0390625,0.23828125
712,0.0390625,0.2421875
713,0.0390625,0.24609375
714,0.0390625,0.25
715,0.04296875,0.0
716,0.04296875,0.00390625
717,0.04296875,0.0078125
718,0.04296875,0.01171875
719,0.04296875,0.015625
720,0.04296875,0.01953125
721,0.04296875,0.0234375
722,0.04296875,0.02734375
723,0.04296875,0.03125
724,0.04296875,0.03515625
725,0.04296875,0.0390625
726,0.04296875,0.04296875
727,0.04296875,0.046875
728,0.04296875,0.05078125
729,0.04296875,0.0546875
730,0.04296875,0.05859375
731,0.04296875,0.0625
732,0.04296875,0.06640625
733,0.04296875,0.0703125
734,0.04296875,0.07421875
735,0.04296875,0.078125
736,0.04296875,0.08203125
737,0.04296875,0.0859375
738,0.04296875,0.08984375
739,0.04296875,0.09375
740,0.04296875,0.09765625
741,0.04296875,0.1015625
742,0.04296875,0.10546875
743,0.04296875,0.109375
744,0.04296875,0.11328125
745,0.04296875,0.1171875
746,0.04296875,0.12109375
747,0.04296875,0.125
748,0.04296875,0.12890625
749,0.04296875,0.1328125
750,0.04296875,0.13671875
751,0.04296875,0.140625
752,0.04296875,0.14453125
753,0.04296875,0.1484375
754,0.04296875,0.15234375
755,0.04296875,0.15625
756,0.04296875,0.16015625
757,0.04296875,0.1640625
758,0.04296875,0.16796875
759,0.04296875,0.171875
760,0.04296875,0.17578125
761,0.04296875,0.1796875
762,0.04296875,0.18359375
763,0.04296875,0.1875
764,0.04296875,0.19140625
765,0.04296875,0.1953125
766,0.04296875,0.19921875
767,0.04296875,0.203125
768,0.04296875,0.20703125
769,0.04296875,0.2109375
770,0.04296875,0.21484375
771,0.04296875,0.21875
772,0.04296875,0.22265625
773,0.04296875,0.2265625
774,0.04296875,0.23046875
775,0.04296875,0.234375
776,0.04296875,0.23828125
777,0.04296875,0.2421875
778,0.04296875,0.24609375
779,0.04296875,0.25
780,0.046875,0.0
781,0.046875,0.00390625
782,0.046875,0.0078125
783,0.046875,0.01171875
784,0.046875,0.015625
785,0.046875,0.01953125
786,0.046875,0.0234375
787,0.046875,0.02734375
788,0.046875,0.03125
789,0.046875,0.03515625
790,0.046875,0.0390625
791,0.046875,0.04296875
792,0.046875,0.046875
793,0.046875,0.05078125
794,0.046875,0.0546875
795,0.046875,0.05859375
796,0.046875,0.0625
797,0.046875,0.06640625
798,0.046875,0.0703125
799,0.046875,0.07421875
800,0.046875,0.078125
801,0.046875,0.08203125
802,0.046875,0.0859375
803,0.046875,0.08984375
804,0.046875,0.09375
805,0.046875,0.09765625
806,0.046875,0.1015625
807,0.046875,0.10546875
808,0.046875,0.109375
809,0.046875,0.11328125
810,0.046875,0.1171875
811,0.046875,0.12109375
812,0.046875,0.125
813,0.046875,0.12890625
814,0.046875,0.1328125
815,0.046875,0.13671875
816,0.046875,0.140625
817,0.046875,0.14453125
818,0.046875,0.1484375
819,0.046875,0.15234375
820,0.046875,0.15625
821,0.046875,0.16015625
822,0.046875,0.1640625
823,0.046875,0.16796875
824,0.046875,0.171875
825,0.046875,0.17578125
826,0.046875,0.1796875
827,0.046875,0.18359375
828,0.046875,0.1875
829,0.046875,0.19140625
830,0.046875,0.1953125
831,0.046875,0.19921875
832,0.046875,0.203125
833,0.046875,0.20703125
834,0.046875,0.2109375
835,0.046875,0.21484375
836,0.046875,0.21875
837,0.046875,0.22265625
838,0.046875,0.2265625
839,0.046875,0.23046875
840,0.046875,0.234375
841,0.046875,0.23828125
842,0.046875,0.2421875
843,0.046875,0.24609375
844,0.046875,0.25
845,0.05078125,0.0
846,0.05078125,0.00390625
847,0.05078125,0.0078125
848,0.05078125,0.01171875
849,0.05078125,0.015625
850,0.05078125,0.01953125
851,0.05078125,0.0234375
852,0.05078125,0.02734375
853,0.05078125,0.03125
854,0.05078125,0.03515625
855,0.05078125,0.0390625
856,0.05078125,0.04296875
857,0.05078125,0.046875
858,0.05078125,0.05078125
859,0.05078125,0.0546875
860,0.05078125,0.05859375
861,0.05078125,0.0625
862,0.05078125,0.06640625
863,0.05078125,0.0703125
864,0.05078125,0.07421875
865,0.05078125,0.078125
866,0.05078125,0.08203125
867,0.05078125,0.0859375
868,0.05078125,0.08984375
869,0.05078125,0.09375
870,0.05078125,0.09765625
871,0.05078125,0.1015625
872,0.05078125,0.10546875
873,0.05078125,0.109375
874,0.05078125,0.11328125
875,0.05078125,0.1171875
876,0.05078125,0.12109375
877,0.05078125,0.125
878,0.05078125,0.12890625
879,0.05078125,0.1328125
880,0.05078125,0.13671875
881,0.05078125,0.140625
882,0.05078125,0.14453125
883,0.05078125,0.1484375
884,0.05078125,0.15234375
885,0.05078125,0.15625
886,0.05078125,0.16015625
887,0.05078125,0.1640625
888,0.05078125,0.16796875
889,0.05078125,0.171875
890,0.05078125,0.17578125
891,0.05078125,0.1796875
892,0.05078125,0.18359375
893,0.05078125,0.1875
894,0.05078125,0.19140625
895,0.05078125,0.1953125
896,0.05078125,0.19921875
897,0.05078125,0.203125
898,0.05078125,0.20703125
899,0.05078125,0.2109375
900,0.05078125,0.21484375
901,0.05078125,0.21875
902,0.05078125,0.22265625
903,0.05078125,0.2265625
904,0.05078125,0.23046875
905,0.05078125,0.234375
906,0.05078125,0.23828125
907,0.05078125,0.2421875
908,0.05078125,0.24609375
909,0.05078125,0.25
910,0.0546875,0.0
911,0.0546875,0.00390625
912,0.0546875,0.0078125
913,0.0546875,0.01171875
914,0.0546875,0.015625
915,0.0546875,0.01953125
916,0.0546875,0.0234375
917,0.0546875,0.02734375
918,0.0546875,0.03125
919,0.0546875,0.03515625
920,0.0546875,0.0390625
921,0.0546875,0.04296875
922,0.0546875,0.046875
923,0.0546875,0.05078125
924,0.0546875,0.0546875
925,0.0546875,0.05859375
926,0.0546875,0.0625
927,0.0546875,0.06640625
928,0.0546875,0.0703125
929,0.0546875,0.07421875
930,0.0546875,0.078125
931,0.0546875,0.08203125
932,0.0546875,0.0859375
933,0.0546875,0.08984375
934,0.0546875,0.09375
935,0.0546875,0.09765625
936,0.0546875,0.1015625
937,0.0546875,0.10546875
938,0.0546875,0.109375
939,0.0546875,0.11328125
940,0.0546875,0.1171875
941,0.0546875,0.12109375
942,0.0546875,0.125
943,0.0546875,0.12890625
944,0.0546875,0.1328125
945,0.0546875,0.13671875
946,0.0546875,0.140625
947,0.0546875,0.14453125
948,0.0546875,0.1484375
949,0.0546875,0.15234375
950,0.0546875,0.15625
951,0.0546875,0.16015625
952,0.0546875,0.1640625
953,0.0546875,0.16796875
954,0.0546875,0.171875
955,0.0546875,0.17578125
956,0.0546875,0.1796875
957,0.0546875,0.18359375
958,0.0546875,0.1875
959,0.0546875,0.19140625
960,0.0546875,0.1953125
961,0.0546875,0.19921875
962,0.0546875,0.203125
963,0.0546875,0.20703125
964,0.0546875,0.2109375
965,0.0546875,0.21484375
966,0.0546875,0.21875
967,0.0546875,0.22265625
968,0.0546875,0.2265625
969,0.0546875,0.23046875
970,0.0546875,0.234375
971,0.0546875,0.23828125
972,0.0546875,0.2421875
973,0.0546875,0.24609375
974,0.0546875,0.25
975,0.05859375,0.0
976,0.05859375,0.00390625
977,0.05859375,0.0078125
978,0.05859375,0.01171875
979,0.05859375,0.015625
980,0.05859375,0.01953125
981,0.05859375,0.0234375
982,0.05859375,0.02734375
983,0.05859375,0.03125
984,0.05859375,0.03515625
985,0.05859375,0.0390625
986,0.05859375,0.04296875
987,0.05859375,0.046875
988,0.05859375,0.05078125
989,0.05859375,0.0546875
990,0.05859375,0.05859375
991,0.05859375,0.0625
992,0.05859375,0.06640625
993,0.05859375,0.0703125
994,0.05859375,0.07421875
995,0.05859375,0.078125
996,0.05859375,0.08203125
997,0.05859375,0.0859375
998,0.05859375,0.08984375
999,0.05859375,0.09375
1000,0.05859375,0.09765625
1001,0.05859375,0.1015625
1002,0.05859375,0.10546875
1003,0.05859375,0.109375
1004,0.05859375,0.11328125
1005,0.05859375,0.1171875
1006,0.05859375,0.12109375
1007,0.05859375,0.125
1008,0.05859375,0.12890625
1009,0.05859375,0.1328125
1010,0.05859375,0.13671875
1011,0.05859375,0.140625
1012,0.05859375,0.14453125
1013,0.05859375,0.1484375
1014,0.05859375,0.15234375
1015,0.05859375,0.15625
1016,0.05859375,0.16015625
1017,0.05859375,0.1640625
1018,0.05859375,0.16796875
1019,0.05859375,0.171875
1020,0.05859375,0.17578125
1021,0.05859375,0.1796875
1022,0.05859375,0.18359375
1023,0.05859375,0.1875
1024,0.05859375,0.19140625
1025,0.05859375,0.1953125
1026,0.05859375,0.19921875
1027,0.05859375,0.203125
1028,0.05859375,0.20703125
1029,0.05859375,0.2109375
1030,0.05859375,0.21484375
1031,0.05859375,0.21875
1032,0.05859375,0.22265625
1033,0.05859375,0.2265625
1034,0.05859375,0.23046875
1035,0.05859375,0.234375
1036,0.05859375,0.23828125
1037,0.05859375,0.2421875
1038,0.05859375,0.24609375
1039,0.05859375,0.25
